OBJECTID,FORMATION_ID,FORMATION_NAME,NO_STORE_UNITS,NO_DAUGHTER_UNITS,ASSESS_UNIT_TYPE,PERIOD_MIN,PERIOD_MAX,AGE_MIN,AGE_MAX,STRAT_GROUP,STRAT_FORMATION,LITHOLOGY,GEOGRAPHIC_AREA,GEOLOGICAL_BASIN,ON_OFFSHOR,SEAL,REP_THICK,REP_POR,REMARKS,STORE_CAP_FORM,STORE_CAP_HC_FIELDS,STORE_CAP_AQUIF,COUNTRY,COUNTRYCODE,LAMBERT_E,LAMBERT_N,X_DD,Y_DD,X,Y,Projection_Info,Date_Entered
132,NL_F_20120924134347856,Limburg Group ,1,4,Saline Aquifer with hydrocarbon fields,Carboniferous,Carboniferous,,,Limburg group,Limburg group,sandstone,Netherlands offshore,Southern North Sea Basin,Offshore,Silverpit formation,147,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Netherlands,NL,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,21-011-12 21:18:47
133,NL_F_20120924134347857,Silverpit formation,1,3,Saline Aquifer with hydrocarbon fields,Permian,Permian,,,Upper rotliegend group,Silverpit formation,Siltstone,,Southern North Sea Basin,Both,Zechtsein group,64,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Netherlands,NL,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,21-011-12 21:18:47
134,NL_F_20120924134347858,Slochteren formation,1,82,Saline Aquifer with hydrocarbon fields,Permian,Permian,,,Upper rotliegend group,Slochteren formation,Sandstone,,Southern North Sea Basin,Both,Silverpit formation,103,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Netherlands,NL,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,21-011-12 21:18:47
135,NL_F_20120924134347859,Z3 (leine) formation,1,6,Saline Aquifer with hydrocarbon fields,Permian,Permian,,,Zechstein group,Z3 (leine) formation,Carbonate,,Southern North Sea Basin,Both,Zechtsein group,41,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Netherlands,NL,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,21-011-12 21:18:47
136,NL_F_20120924134347860,Z2 (stassfurt) formation,1,13,Saline Aquifer with hydrocarbon fields,Permian,Permian,,,Zechstein group,Z2 (stassfurt) formation,Carbonate,Netherlands onshore,Southern North Sea Basin,Onshore,Zechtsein group,65,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Netherlands,NL,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,21-011-12 21:18:47
137,NL_F_20120924134347861,Lower buntsandstein formation,1,1,Saline Aquifer with hydrocarbon fields,Triassic,Triassic,,,Lower germanic trias group,Lower buntsandstein formation,Siltstone,Netherlands onshore,Southern North Sea Basin,Onshore,Rijnland group,75,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Netherlands,NL,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,21-011-12 21:18:47
138,NL_F_20120924134347862,hardegsen formation,1,6,Saline Aquifer with hydrocarbon fields,Triassic,Triassic,,,Lower germanic trias group,hardegsen formation,Sandstone,Netherlands offshore,Southern North Sea Basin,Offshore,Hardegsen formation,19,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Netherlands,NL,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,21-011-12 21:18:47
139,NL_F_20120924134347863,Volpriehausen formation//Soling formation,1,1,Saline Aquifer with hydrocarbon fields,Triassic,Triassic,,,Lower germanic trias group,Volpriehausen formation//Soling formation,Sandstone,Netherlands offshore,Southern North Sea Basin,Onshore,Upper germanic trias group,46,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Netherlands,NL,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,21-011-12 21:18:47
140,NL_F_20120924134347864,Main buntsandstein subgroep,1,14,Saline Aquifer with hydrocarbon fields,Triassic,Triassic,,,Lower germanic trias group,Main buntsandstein subgroep,Sandstone,,Southern North Sea Basin,Both,Upper germanic trias group,149,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Netherlands,NL,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,21-011-12 21:18:47
141,NL_F_20120924134347865,Upper germanic trias group,1,1,Saline Aquifer with hydrocarbon fields,Triassic,Triassic,,,Upper germanic trias group,,Sandstone,Netherlands onshore,Southern North Sea Basin,Onshore,Vlieland claystone formation,94,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Netherlands,NL,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,21-011-12 21:18:47
142,NL_F_20120924134347866,Scruff greensand formation,1,1,Saline Aquifer with hydrocarbon fields,Jurassic,Jurassic,,,Scruff group,Scruff greensand formation,Sandstone,Netherlands offshore,Southern North Sea Basin,Offshore,SGKIS,117,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Netherlands,NL,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,21-011-12 21:18:47
143,NL_F_20120924134347867,Vlieland sandstone formation,1,6,Saline Aquifer with hydrocarbon fields,Cretaceous,Cretaceous,,,Rijnland group,Vlieland sandstone formation,Sandstone,Netherlands onshore,Southern North Sea Basin,Onshore,Vlieland claystone formation,44,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Netherlands,NL,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,21-011-12 21:18:47
144,NL_F_20120924134347868,Holland formation,1,1,Saline Aquifer with hydrocarbon fields,Cretaceous,Cretaceous,,,Rijnland group,Holland formation,Sandstone,Netherlands onshore,Southern North Sea Basin,Onshore,Holand formation,48,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Netherlands,NL,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,21-011-12 21:18:47
145,NL_F_20120924134347869,Ommelanden formation,1,1,Saline Aquifer with hydrocarbon fields,Cretaceous,Cretaceous,,,Chalk group,Ommelanden formation,Carbonate,Netherlands onshore,Southern North Sea Basin,Onshore,Landen formation,15,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Netherlands,NL,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,21-011-12 21:18:47
146,NO_F_20120831124232138,Utsira and Skade,1,0,Saline Aquifer without hydrocarbon fields,,,,,,,,Norwegian North Sea,Norwegian North Sea,Offshore,,0,0.000000000000000,,15770.000000000000000,0.000000000000000,15770.000000000000000,Norway,NO,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,460135.000000000000000,6496104.000000000000000,ED_1950_UTM_Zone_31N,31-008-12 12:42:32
147,NO_F_20121106103651359,Bryne and Sandnes,2,2,Saline Aquifer without hydrocarbon fields,,,,,,,,Norwegian North Sea,Norwegian North Sea,Offshore,,0,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Norway,NO,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,471776.000000000000000,6474938.000000000000000,ED_1950_UTM_Zone_31N,06-011-12 10:36:51
148,NO_F_20121106104641695,"Krossfjord, Fensfjord and Sognefjord",1,0,Saline Aquifer without hydrocarbon fields,,,,,,,,Norwegian North Sea,Norwegian North Sea,Offshore,,0,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Norway,NO,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,541627.000000000000000,6741638.000000000000000,ED_1950_UTM_Zone_31N,06-011-12 10:46:41
149,NO_F_20121106105012282,Statfjord,1,0,Saline Aquifer without hydrocarbon fields,,,,,,,,Norwegian North Sea,Norwegian North Sea,Offshore,,0,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Norway,NO,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,550093.000000000000000,6669671.000000000000000,ED_1950_UTM_Zone_31N,06-011-12 10:50:12
150,NO_F_20121106131137919,Gassum,1,0,Saline Aquifer without hydrocarbon fields,,,,,,,,Norwegian North Sea,Norwegian North Sea,Offshore,,0,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Norway,NO,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,753294.000000000000000,6379687.000000000000000,ED_1950_UTM_Zone_31N,06-011-12 13:11:37
151,NO_F_20121106131503819,Johansen and Cook,1,1,Saline Aquifer without hydrocarbon fields,,,,,,,,Norwegian North Sea,Norwegian North Sea,Offshore,,0,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Norway,NO,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,534218.000000000000000,6735288.000000000000000,ED_1950_UTM_Zone_31N,06-011-12 13:15:03
152,NO_F_20121106132028120,Fiskebank,1,0,Saline Aquifer without hydrocarbon fields,,,,,,,,Norwegian North Sea,Norwegian North Sea,Offshore,,0,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Norway,NO,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,664393.000000000000000,6314071.000000000000000,ED_1950_UTM_Zone_31N,06-011-12 13:20:28
153,NO_F_20121107102744460,Hugin,1,0,Saline Aquifer without hydrocarbon fields,,,,,,,,Norwegian North Sea,Norwegian North Sea,Offshore,,0,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Norway,NO,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,505643.000000000000000,6627338.000000000000000,ED_1950_UTM_Zone_31N,07-011-12 10:27:44
154,PL_F_20120806100126138,Lower Cretaceous,1,14,Saline Aquifer without hydrocarbon fields,Cretaceous,Cretaceous,Albian,Berriasian,,,Sandstone,Polish Lowlands,Polish Basin,Onshore,,0,0.000000000000000,,25213.357056000001000,0.000000000000000,25213.357056000001000,Poland,PL,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4312150.000000000000000,5831000.000000000000000,Pulkovo 1942 - Zone 34,06-008-12 10:01:26
155,PL_F_20120808112745233,Lower Jurassic,2,17,Saline Aquifer without hydrocarbon fields,Jurassic,Jurassic,Toarcian,Hettangian,,,,Polish Lowlands,Polish Basin,Onshore,,0,0.000000000000000,,80231.906160000013000,0.000000000000000,80231.906160000013000,Poland,PL,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4329192.200000000200000,5847182.000000000000000,Pulkovo 1942 - Zone 34,08-008-12 11:27:45
156,PL_F_20120808112825606,Lower Triassic,1,2,Saline Aquifer without hydrocarbon fields,Triassic,Triassic,Olenekian,Induan,,,,Polish Lowlands,Polish Basin,Onshore,,0,0.000000000000000,,93202.289280000012000,0.000000000000000,93202.289280000012000,Poland,PL,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4329192.200000000200000,5847182.000000000000000,Pulkovo 1942 - Zone 34,08-008-12 11:28:25
157,PT_F_20121113124038168,Porto Basin,8,0,Saline Aquifer without hydrocarbon fields,Cretaceous,Triassic,,,,,Sandstone,Porto Basin/Offshore,Porto Basin,Offshore,,0,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Portugal,PT,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,13-011-12 12:40:38
158,PT_F_20121114124022310,North Lusitanian Basin Offshore,12,0,Saline Aquifer without hydrocarbon fields,Cretaceous,Triassic,,,,,,Lusitanian Basin/Offshore,Lusitanian Basin,Offshore,,0,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Portugal,PT,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,14-011-12 12:40:22
159,PT_F_20121114124154123,North Lusitanian Basin Onshore,2,0,Saline Aquifer without hydrocarbon fields,,,,,,,,Lusitanian Basin/Onshore,Lusitanian Basin,Onshore,,0,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Portugal,PT,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,14-011-12 12:41:54
160,PT_F_20121114124310367,South Lusitanian Basin,4,0,Saline Aquifer without hydrocarbon fields,,,,,,,,Lusitanian Basin/Offshore,Lusitanian Basin,Offshore,,0,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Portugal,PT,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,14-011-12 12:43:10
161,PT_F_20121114124431528,Algarve Basin,6,0,Saline Aquifer without hydrocarbon fields,,,,,,,,Algarve Basin/Offshore,Algarve Basin,Offshore,,0,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Portugal,PT,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,14-011-12 12:44:31
162,RO_F_20121018105236206,Meotian Formation from Getic Depression,1,1,Saline Aquifer with hydrocarbon fields,Neogene,Neogene,Tortonian,Tortonian,,,Sandstone,Oltenia,Getic Depression,Onshore,shales,0,20.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Romania,RO,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,265284.402999999990000,4976058.665000000000000,UTM35N,18-010-12 10:52:36
163,RO_F_20121018105421026,Meotian Formation from Mio-Pliocene Subzone in Muntenia,1,4,Saline Aquifer with hydrocarbon fields,Neogene,Neogene,Tortonian,Tortonian,,,Sandstone,Muntenia,Diapyre Folds Zone,Onshore,,100,20.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Romania,RO,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,427734.885000000010000,4992487.439000000200000,UTM35N,18-010-12 10:54:21
164,RO_F_20121018110000024,Middle Devonian Formation from Moesian Platform,1,0,Saline Aquifer with hydrocarbon fields,Devonian,Devonian,Givetian,Givetian,,,Carbonate,Oltenia,Moesian Platform,Onshore,,0,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Romania,RO,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,393617.050999999980000,4911977.332999999600000,UTM35N,18-010-12 11:00:00
165,RO_F_20121018110105635,Middle Jurassic Formation from Moesian Platform,1,5,Saline Aquifer with hydrocarbon fields,Jurassic,Jurassic,Aalenian,Callovian,,,Sandstone,Oltenia,Moesian Platform,Onshore,shales,0,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Romania,RO,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,383140.659999999970000,4908641.088000000500000,UTM35N,18-010-12 11:01:05
166,RO_F_20121018110153285,Miocene Formation from Pannonian Depression,1,2,Saline Aquifer with hydrocarbon fields,Neogene,Neogene,Langhian,Tortonian,,,Sandstone,Transilvania,Pannonian Depression,Onshore,Pliocene shales,70,20.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Romania,RO,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,106492.026000000000000,5168049.219999999700000,UTM35N,18-010-12 11:01:53
167,RO_F_20121018110221773,Pliocene Formation from Pannonian Depression,1,1,Saline Aquifer with hydrocarbon fields,Neogene,Neogene,Zanclean,Gelasian,,,Sandstone,Transilvania,Pannonian Depression,Onshore,marls,25,20.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Romania,RO,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,84884.895000000004000,5154827.447999999900000,UTM35N,18-010-12 11:02:21
168,RO_F_20121018110322201,Pontian Formation from Moesian Platform,1,1,Saline Aquifer with hydrocarbon fields,Neogene,Neogene,Messinian,Messinian,,,Sandstone,Muntenia,Moesian Platform,Onshore,marls,0,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Romania,RO,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,387881.738000000010000,4933787.013000000300000,UTM35N,18-010-12 11:03:22
169,RO_F_20121018110406427,Sarmatian Formation from Moesian Platform,1,2,Saline Aquifer with hydrocarbon fields,Neogene,Neogene,Serravallian,Tortonian,,,Sandstone,Muntenia,Moesian Platform,Onshore,marls,40,30.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Romania,RO,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,377137.498000000020000,4930741.207999999600000,UTM35N,18-010-12 11:04:06
170,RO_F_20121018110532335,Sarmatian Formation from North-Dobroudjan Promontory,1,3,Saline Aquifer with hydrocarbon fields,Neogene,Neogene,Serravallian,Tortonian,,,Sandstone,Dobrogea,North Dobroudjan Promontory,Onshore,compact limestones with pelitic intercallations,0,20.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Romania,RO,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,551565.689999999940000,5085511.190000000400000,UTM35N,18-010-12 11:05:32
171,RO_F_20121018110912872,Sarmatian Formation from Getic Depression,1,4,Saline Aquifer with hydrocarbon fields,Neogene,Neogene,Serravallian,Tortonian,,,Sandstone,Oltenia,Getic Depression,Onshore,shales,25,20.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Romania,RO,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,231298.029000000010000,4959065.638000000300000,UTM35N,18-010-12 11:09:12
172,RO_F_20121018110957022,Sarmatian Formation  from Transylvanian Depression,1,4,Saline Aquifer with hydrocarbon fields,Neogene,Neogene,Serravallian,Tortonian,,,Sandstone,Transilvania,Transylvanian Depression,Onshore,marls,0,20.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Romania,RO,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,314142.251999999980000,5138667.446999999700000,UTM35N,18-010-12 11:09:57
173,RO_F_20121018111058243,Upper Burdigalian from Mio-Pliocene Subzone in Muntenia,1,1,Saline Aquifer with hydrocarbon fields,Neogene,Neogene,Burdigalian,Burdigalian,,,Sandstone,Muntenia,Diapyre Folds Zone,Onshore,shales,0,22.000000000000000,aproximated polygon; real areal extent unknown so far,0.000000000000000,0.000000000000000,0.000000000000000,Romania,RO,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,417646.612000000020000,4986909.316999999800000,UTM35N,18-010-12 11:10:58
174,RO_F_20121018112250180,Silurian Formation from Moldavian Platform,1,0,Saline Aquifer without hydrocarbon fields,Silurian,Silurian,,,,,Carbonate,Moldova,Moldavian Platform,Onshore,,0,14.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Romania,RO,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,509735.755999999990000,5213790.186999999900000,UTM35N,18-010-12 11:22:50
175,RO_F_20121018120046907,Sarmatian Formation from Moldavian Platform,1,1,Saline Aquifer with hydrocarbon fields,Neogene,Neogene,Serravallian,Tortonian,,,Sandstone,Moldova,Moldavian Platform,Onshore,,25,20.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Romania,RO,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,503365.063000000020000,5227842.433000000200000,UTM35N,18-010-12 12:00:46
176,RO_F_20121018123247776,Burdigalian Formation from Miocene Subzone in Moldavia,1,1,Saline Aquifer without hydrocarbon fields,Neogene,Neogene,Tortonian,Tortonian,,,Sandstone,Moldova,The Carpathian units,Onshore,marls,0,0.000000000000000,polygon aproximated; real areal extent unknown,0.000000000000000,0.000000000000000,0.000000000000000,Romania,RO,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,448294.731000000030000,5215231.718999999600000,UTM35N,18-010-12 12:32:47
177,RS_F_20121114151133578,Neogene sedimentary complex of Pannonian basin,1,0,Saline Aquifer without hydrocarbon fields,Neogene,Neogene,Pontian,,Lower Pontian sandstone-marl facies,,Sandstone,"Pannonian Basin of Vojvodina
PANNONIAN BASIN OF VOJVODINA","Pannonian Basin of Vojvodina
PANNONIAN BASIN OF VOJVODINA",Onshore,Pliocene clay-sandy deposits and Upper Pontian marl sediments,1635,0.000000000000000,"Lenticular–bedding gas reservoir (intergranular type) – saline aquifer without oil, with gas exploitation",0.000000000000000,0.000000000000000,0.000000000000000,Serbia and Montenegro,RS,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,14-011-12 15:11:33
178,RS_F_20121114154332296,Neogene sedimentary complex of the Danube coastal area,1,0,Saline Aquifer without hydrocarbon fields,Neogene,Neogene,Sarmatian,,,Sarmatian,Sandstone,"Pannonian Basin of Vojvodina
PANNONIAN BASIN OF VOJVODINA",Subpannonian Basin,Onshore,"Pannonian marls and clay-sandstones, but also Pontian sandstone-marl-alevrolite complex",605,27.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Serbia and Montenegro,RS,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,14-011-12 15:43:32
179,SI_F_20120925121137550,KRP,4,0,Saline Aquifer without hydrocarbon fields,,,,,,,,Central Slovenia,Gorenjska - Posavje Basin,Onshore,,200,2.000000000000000,,21.390000000000001,0.000000000000000,21.390000000000001,Slovenia,SI,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,25-009-12 12:11:37
180,SI_F_20120926104844546,LJB,2,0,Saline Aquifer without hydrocarbon fields,,,,,,,,Central Slovenia,Gorenjska - Posavje Basin,Onshore,,0,2.000000000000000,,5.604875000000000,0.000000000000000,5.604875000000000,Slovenia,SI,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,26-009-12 10:48:44
181,SI_F_20120926105715073,VIP,5,0,Saline Aquifer without hydrocarbon fields,,,,,,,,SW Slovenia,Gorica - Vipava Basin,Onshore,,0,3.000000000000000,,65.951999999999998,0.000000000000000,65.951999999999998,Slovenia,SI,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,26-009-12 10:57:15
182,SI_F_20120926120910106,SLG,2,0,Saline Aquifer without hydrocarbon fields,,,,,,,,NE Slovenia,Pannonian Basin,Onshore,,0,2.000000000000000,,7.170000000000000,0.000000000000000,7.170000000000000,Slovenia,SI,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,26-009-12 12:09:10
183,SI_F_20120926121343161,SAV,2,0,Saline Aquifer without hydrocarbon fields,,,,,,,,Central Slovenia,Gorenjska - Posavje Basin,Onshore,,0,3.000000000000000,,6.138000000000000,0.000000000000000,6.138000000000000,Slovenia,SI,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,26-009-12 12:13:43
184,SI_F_20120926121645377,MBR,10,0,Saline Aquifer without hydrocarbon fields,,,,,,,,NE Slovenia,Pannonian Basin,Onshore,,0,0.000000000000000,,21.584349999999997,0.000000000000000,21.584349999999997,Slovenia,SI,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,26-009-12 12:16:45
185,SI_F_20120926123106439,PMU,7,0,Saline Aquifer without hydrocarbon fields,,,,,,,,NE Slovenia,Pannonian Basin,Onshore,,0,0.000000000000000,,9.036420000000000,0.000000000000000,9.036420000000000,Slovenia,SI,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,26-009-12 12:31:06
186,SI_F_20120926124314882,ILB,1,0,Saline Aquifer without hydrocarbon fields,,,,,,,,SW Slovenia,Gorica - Vipava Basin,Onshore,,0,0.000000000000000,,11.952000000000000,0.000000000000000,11.952000000000000,Slovenia,SI,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,26-009-12 12:43:14
187,SI_F_20120926161118847,Lendava Fm (LF),4,0,Saline Aquifer with hydrocarbon fields,Neogene,Neogene,Miocene,Miocene,,Lendava,Sandstone,NE Slovenia,Pannonian Basin,Onshore,Marl,700,0.000000000000000,"LF is widespread in the Pann. B. of NE Slo. It is several 100m thick consisting of sandstones & marls. In Lendava-Petisovci area it contains 4 sandst. storage units (Petisovci., Lovaszi …) 50-80m thich incl. oil/gas fields at top (<4m thick,lenticular).",5.547675000000000,0.000000000000000,5.547675000000000,Slovenia,SI,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5153350.000000000000000,5578732.000000000000000,Gauss-Kruger,26-009-12 16:11:18
188,SK_F_20121004130547281,Danube basin Pannonian,1,0,Saline Aquifer without hydrocarbon fields,Neogene,Neogene,Pannonian,Pannonian,,,Sandstone,Podunajská nížina (lowland),Danube Basin,Onshore,clay,40,0.000000000000000,general extension of the Pannonian unit is under consideration,496.742399999999980,0.000000000000000,496.742399999999980,Slovakia,SK,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-142800.798086980010000,-73737.318707019003000,unknown projection,04-010-12 13:05:47
189,SK_F_20121005090533390,Danube basin Pontian,1,0,Saline Aquifer without hydrocarbon fields,Neogene,Neogene,Pontian,Pontian,,,Sandstone,Podunajská nížina (lowland),Danube Basin,Onshore,clay,1000,0.000000000000000,"Formation overlying Pannonian one, separated by seal",784.742400000000090,0.000000000000000,784.742400000000090,Slovakia,SK,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-142800.798086980010000,-73737.318707019003000,Unknown Projection,05-010-12 09:05:33
190,SK_F_20121005094655531,TransCarpathian basin Sarmathian,1,0,Saline Aquifer with hydrocarbon fields,Neogene,Neogene,Sarmatian,Sarmatian,,,Sandstone,Východoslovenská nížina (lowland),Trans Carpathian basin,Onshore,clay,130,0.000000000000000,,169.041599999999990,0.000000000000000,169.041599999999990,Slovakia,SK,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,127177.000000000000000,5711322.000000000000000,Lambert conformal conic,05-010-12 09:46:55
191,SK_F_20121005103210921,Sered,1,0,Saline Aquifer with hydrocarbon fields,Neogene,Neogene,Badenian,Pannonian,,,"Sandstone, conglomerate",Podunajská nížina (lowland),Danube Basin,Onshore,"clay, silt",25,0.000000000000000,"natural deposit of CO2, planned underground gas storage",0.756000000000000,0.000000000000000,0.756000000000000,Slovakia,SK,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-166698.799959000000000,5680026.224820000100000,LAMBERT CONFORMAL CONIC - Project Projection,05-010-12 10:32:10
192,SK_F_20121005103339437,TransCarpathian Basin Pannonian,1,0,Saline Aquifer without hydrocarbon fields,Neogene,Neogene,Pannonian,Pannonian,,,Sandstone,Východoslovanská nížina,Trans Carpathian basin,Onshore,clay,120,0.000000000000000,,223.171200000000000,0.000000000000000,223.171200000000000,Slovakia,SK,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,139214.000000000000000,5708446.000000000000000,LAMBERT CONFORMAL CONIC - Project Projection,05-010-12 10:33:39
193,SK_F_20121005110702187,Bzovík Mezozoic,1,0,Saline Aquifer without hydrocarbon fields,Paleogene,Triassic,Lutetian,Carnian,,,Carbonate,Krupinska vrchovina,,Onshore,clay,200,15.000000000000000,reservoir in the fundament of neovolcanic complex,79.379999999999995,0.000000000000000,79.379999999999995,Slovakia,SK,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-31404.464407608000000,-37962.163880906897000,Unknown Projection,05-010-12 11:07:02
